HYDROLAB MS5 64823,,,,,,,,,,,,,,,,,,,
Log File Name : Beaver_051216_053016,,,,,,,,,,,,,,,,,,,
Setup Date (MMDDYY) : 051216,,,,,,,,,,,,,,,,,,,
Setup Time (HHMMSS) : 130927,,,,,,,,,,,,,,,,,,,
Starting Date (MMDDYY) : 051216,,,,,,,,,,,,,,,,,,,
Starting Time (HHMMSS) : 133000,,,,,,,,,,,,,,,,,,,
Stopping Date (MMDDYY) : 053016,,,,,,,,,,,,,,,,,,,
Stopping Time (HHMMSS) : 235959,,,,,,,,,,,,,,,,,,,
Interval (HHMMSS) : 001500,,,,,,,,,,,,,,,,,,,
Sensor warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,,,
Circltr warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Date,Time,,Temp,,pH,,Sal,,TurbSC,,LDO%,,IBatt,,SpCond,,LDO,,BP
MMDDYY,HHMMSS,,øC,,Units,,ppt,,NTU,,Sat,,Volts,,æS/cm,,mg/l,,mmHg
,,,,,,,,,,,,,,,,,,,
5/12/2016,14:30:00,,10.11,,6.92,,0.03,,8.2,,105.3,,8.3,,75.9,,9.94,,638
5/12/2016,14:45:00,,10.24,,7.18,,0.03,,8.4,,105.5,,8.2,,76,,9.92,,638
5/12/2016,15:00:00,,10.37,,7.24,,0.03,,7.7,,105.7,,8.1,,76.2,,9.91,,638
5/12/2016,15:15:00,,10.49,,7.28,,0.03,,7.1,,106,,8.1,,75.9,,9.91,,638
5/12/2016,15:30:00,,10.61,,7.31,,0.03,,5.8,,105.8,,8,,75.9,,9.87,,638
5/12/2016,15:45:00,,10.72,,7.32,,0.03,,7.6,,105.5,,8,,76,,9.81,,638
5/12/2016,16:00:00,,10.82,,7.34,,0.03,,7,,105.6,,7.9,,75.9,,9.8,,638
5/12/2016,16:15:00,,10.92,,7.35,,0.03,,5.7,,105.9,,7.8,,76.3,,9.8,,638
5/12/2016,16:30:00,,11,,7.35,,0.03,,6,,106.3,,7.8,,76.1,,9.82,,638
5/12/2016,16:45:00,,11.08,,7.35,,0.03,,7.1,,105.5,,7.8,,76.1,,9.73,,638
5/12/2016,17:00:00,,11.15,,7.36,,0.03,,5.6,,106,,7.7,,76.4,,9.75,,638
5/12/2016,17:15:00,,11.21,,7.37,,0.03,,6.8,,105.8,,7.7,,76.5,,9.72,,638
5/12/2016,17:30:00,,11.26,,7.37,,0.03,,5.6,,105.9,,7.7,,76.5,,9.72,,638
5/12/2016,17:45:00,,11.3,,7.37,,0.03,,6.5,,105.9,,7.7,,76.2,,9.71,,638
5/12/2016,18:00:00,,11.33,,7.37,,0.03,,5.3,,105.4,,7.7,,76.5,,9.66,,638
5/12/2016,18:15:00,,11.35,,7.37,,0.03,,6.6,,105.5,,7.7,,76.3,,9.67,,638
5/12/2016,18:30:00,,11.36,,7.38,,0.03,,6.7,,105.3,,7.7,,76.3,,9.64,,638
5/12/2016,18:45:00,,11.37,,7.38,,0.03,,5.5,,104.6,,7.7,,76.3,,9.58,,638
5/12/2016,19:00:00,,11.37,,7.37,,0.03,,6.5,,104.8,,7.7,,76.3,,9.59,,638
5/12/2016,19:15:00,,11.35,,7.38,,0.03,,4.9,,104.6,,7.6,,76.6,,9.58,,638
5/12/2016,19:30:00,,11.26,,7.37,,0.03,,5.6,,103.9,,7.6,,76.6,,9.54,,638
5/12/2016,19:45:00,,11.18,,7.37,,0.03,,5.8,,103.5,,7.6,,76.6,,9.52,,638
5/12/2016,20:00:00,,11.13,,7.37,,0.03,,6.4,,103.4,,7.5,,76.4,,9.52,,638
5/12/2016,20:15:00,,11.05,,7.37,,0.03,,5.1,,103,,7.5,,76.7,,9.5,,638
5/12/2016,20:30:00,,10.98,,7.37,,0.03,,7,,102.5,,7.5,,76.7,,9.47,,638
5/12/2016,20:45:00,,10.93,,7.37,,0.03,,5.3,,102.4,,7.5,,76.6,,9.47,,638
5/12/2016,21:00:00,,10.87,,7.37,,0.03,,9.5,,102,,7.5,,76.6,,9.45,,638
5/12/2016,21:15:00,,10.81,,7.37,,0.03,,6.7,,101.3,,7.5,,76.7,,9.4,,638
5/12/2016,21:30:00,,10.75,,7.36,,0.03,,6.2,,101,,7.5,,76.4,,9.38,,638
5/12/2016,21:45:00,,10.69,,7.36,,0.03,,7.4,,100.9,,7.4,,76.7,,9.39,,638
5/12/2016,22:00:00,,10.63,,7.37,,0.03,,5.9,,100.5,,7.4,,76.7,,9.36,,638
5/12/2016,22:15:00,,10.57,,7.37,,0.03,,6.6,,100.3,,7.4,,76.7,,9.36,,638
5/12/2016,22:30:00,,10.5,,7.37,,0.03,,6.1,,99.8,,7.4,,76.7,,9.33,,638
5/12/2016,22:45:00,,10.44,,7.36,,0.03,,5.4,,99.9,,7.5,,76.8,,9.35,,638
5/12/2016,23:00:00,,10.37,,7.36,,0.03,,8.3,,99.9,,7.4,,76.8,,9.36,,638
5/12/2016,23:15:00,,10.31,,7.36,,0.03,,6.7,,99.7,,7.4,,76.8,,9.36,,638
5/12/2016,23:30:00,,10.25,,7.36,,0.03,,5.5,,99.2,,7.4,,76.7,,9.33,,638
5/12/2016,23:45:00,,10.19,,7.36,,0.03,,6.4,,99,,7.4,,76.6,,9.32,,638
5/13/2016,0:00:00,,10.12,,7.36,,0.03,,5.6,,98.9,,7.4,,76.8,,9.33,,638
5/13/2016,0:15:00,,10.06,,7.36,,0.03,,6.2,,98.8,,7.4,,76.8,,9.33,,638
5/13/2016,0:30:00,,9.98,,7.36,,0.03,,6.1,,98.6,,7.4,,76.6,,9.33,,638
5/13/2016,0:45:00,,9.92,,7.36,,0.03,,11.2,,98.5,,7.4,,76.7,,9.33,,638
5/13/2016,1:00:00,,9.84,,7.35,,0.03,,7.8,,98.3,,7.5,,76.8,,9.33,,638
5/13/2016,1:15:00,,9.78,,7.35,,0.03,,8.1,,98.5,,7.5,,76.7,,9.36,,638
5/13/2016,1:30:00,,9.71,,7.36,,0.03,,6.7,,97.8,,7.4,,76.9,,9.31,,638
5/13/2016,1:45:00,,9.65,,7.35,,0.03,,6.9,,98.1,,7.5,,76.7,,9.35,,638
5/13/2016,2:00:00,,9.58,,7.36,,0.03,,6.3,,97.7,,7.5,,76.7,,9.33,,638
5/13/2016,2:15:00,,9.51,,7.36,,0.03,,8.2,,98,,7.5,,76.6,,9.37,,638
5/13/2016,2:30:00,,9.44,,7.36,,0.03,,6.4,,98.1,,7.5,,76.6,,9.41,,638
5/13/2016,2:45:00,,9.37,,7.35,,0.03,,6,,97.6,,7.5,,76.7,,9.37,,638
5/13/2016,3:00:00,,9.29,,7.36,,0.03,,6.4,,97.7,,7.5,,76.9,,9.39,,638
5/13/2016,3:15:00,,9.22,,7.35,,0.03,,5.8,,97.6,,7.5,,76.9,,9.41,,638
5/13/2016,3:30:00,,9.15,,7.36,,0.03,,9.5,,97.5,,7.5,,76.6,,9.41,,638
5/13/2016,3:45:00,,9.08,,7.35,,0.03,,6.2,,97.4,,7.5,,76.7,,9.42,,638
5/13/2016,4:00:00,,9.01,,7.35,,0.03,,6.9,,97.5,,7.5,,77,,9.45,,638
5/13/2016,4:15:00,,8.94,,7.36,,0.03,,7.1,,97.2,,7.5,,76.7,,9.43,,638
5/13/2016,4:30:00,,8.87,,7.36,,0.03,,5.8,,97.2,,7.5,,76.8,,9.44,,638
5/13/2016,4:45:00,,8.8,,7.36,,0.03,,6.9,,97,,7.5,,76.7,,9.44,,638
5/13/2016,5:00:00,,8.74,,7.35,,0.03,,7.4,,97,,7.5,,76.9,,9.46,,638
5/13/2016,5:15:00,,8.67,,7.35,,0.03,,7,,97.1,,7.6,,76.7,,9.48,,638
5/13/2016,5:30:00,,8.61,,7.35,,0.03,,6.2,,96.7,,7.6,,76.8,,9.45,,638
5/13/2016,5:45:00,,8.54,,7.35,,0.03,,7.5,,97.1,,7.6,,76.7,,9.51,,638
5/13/2016,6:00:00,,8.49,,7.35,,0.03,,7.1,,96.7,,7.6,,76.7,,9.48,,638
5/13/2016,6:15:00,,8.43,,7.36,,0.03,,6.4,,97.3,,7.7,,76.7,,9.55,,638
5/13/2016,6:30:00,,8.38,,7.36,,0.03,,6.8,,96.9,,7.6,,77,,9.52,,638
5/13/2016,6:45:00,,8.33,,7.35,,0.03,,8.6,,97,,7.6,,77.1,,9.55,,638
5/13/2016,7:00:00,,8.29,,7.35,,0.03,,6.9,,97.2,,7.7,,77.1,,9.58,,638
5/13/2016,7:15:00,,8.26,,7.35,,0.03,,7,,97.1,,7.7,,76.9,,9.57,,638
5/13/2016,7:30:00,,8.23,,7.36,,0.03,,7.8,,97.3,,7.7,,76.9,,9.6,,638
5/13/2016,7:45:00,,8.21,,7.36,,0.03,,6.8,,97.3,,7.7,,76.9,,9.61,,638
5/13/2016,8:00:00,,8.21,,7.37,,0.03,,6.7,,97.7,,7.7,,77.1,,9.65,,638
5/13/2016,8:15:00,,8.22,,7.37,,0.03,,8,,97.6,,7.7,,77,,9.64,,638
5/13/2016,8:30:00,,8.25,,7.37,,0.03,,6,,98,,7.7,,77,,9.67,,638
5/13/2016,8:45:00,,8.28,,7.37,,0.03,,6.5,,98.6,,7.7,,77.3,,9.72,,638
5/13/2016,9:00:00,,8.32,,7.37,,0.03,,7.4,,98.6,,7.7,,77.3,,9.71,,638
5/13/2016,9:15:00,,8.37,,7.38,,0.03,,6.3,,98.8,,7.7,,77.4,,9.72,,638
5/13/2016,9:30:00,,8.43,,7.39,,0.03,,7.2,,99.3,,7.7,,77.5,,9.75,,638
5/13/2016,9:45:00,,8.5,,7.39,,0.03,,5.3,,99.5,,7.7,,77.3,,9.76,,638
5/13/2016,10:00:00,,8.59,,7.39,,0.03,,5.8,,99.9,,7.7,,77.4,,9.77,,638
5/13/2016,10:15:00,,8.68,,7.39,,0.03,,5.6,,100.2,,7.7,,77.6,,9.78,,638
5/13/2016,10:30:00,,8.78,,7.39,,0.03,,5.1,,100.4,,7.7,,77.4,,9.78,,638
5/13/2016,10:45:00,,8.88,,7.39,,0.03,,5,,100.7,,7.7,,77.7,,9.79,,638
5/13/2016,11:00:00,,9,,7.4,,0.03,,6.7,,101.2,,7.7,,77.6,,9.8,,638
5/13/2016,11:15:00,,9.11,,7.39,,0.03,,5.4,,101.5,,7.7,,77.5,,9.81,,638
5/13/2016,11:30:00,,9.24,,7.4,,0.03,,4.5,,101.9,,7.7,,77.8,,9.82,,638
5/13/2016,11:45:00,,9.37,,7.4,,0.03,,5.9,,102.3,,7.7,,77.7,,9.82,,638
5/13/2016,12:00:00,,9.5,,7.39,,0.03,,6.5,,102.7,,7.7,,77.7,,9.83,,638
5/13/2016,12:15:00,,9.65,,7.4,,0.03,,5.1,,102.9,,7.8,,77.9,,9.82,,638
5/13/2016,12:30:00,,9.79,,7.4,,0.03,,5.8,,103,,7.8,,77.7,,9.79,,638
5/13/2016,12:45:00,,9.94,,7.4,,0.03,,7.1,,103.4,,7.8,,78,,9.79,,638
5/13/2016,13:00:00,,10.09,,7.39,,0.03,,8.3,,103.3,,7.8,,77.9,,9.75,,638
5/13/2016,13:15:00,,10.23,,7.41,,0.03,,7.6,,103.7,,7.8,,78.2,,9.76,,638
5/13/2016,13:30:00,,10.38,,7.4,,0.03,,7.1,,104.3,,7.8,,78.3,,9.77,,638
5/13/2016,13:45:00,,10.52,,7.41,,0.03,,5.3,,104.6,,7.8,,78,,9.77,,638
5/13/2016,14:00:00,,10.68,,7.41,,0.03,,5,,104.5,,7.8,,78.4,,9.73,,638
5/13/2016,14:15:00,,10.82,,7.41,,0.03,,6.5,,104.5,,7.9,,78.5,,9.7,,638
5/13/2016,14:30:00,,10.96,,7.41,,0.03,,6.5,,104.8,,7.9,,78.4,,9.69,,638
5/13/2016,14:45:00,,11.09,,7.41,,0.03,,6.1,,105.1,,7.9,,78.6,,9.69,,638
5/13/2016,15:00:00,,11.22,,7.41,,0.03,,5.4,,105.4,,7.9,,78.3,,9.68,,638
5/13/2016,15:15:00,,11.36,,7.41,,0.03,,4.8,,105.4,,7.9,,78.6,,9.66,,638
5/13/2016,15:30:00,,11.48,,7.4,,0.03,,5.4,,105.7,,7.9,,78.7,,9.66,,638
5/13/2016,15:45:00,,11.6,,7.41,,0.03,,5.1,,105.4,,7.9,,78.8,,9.6,,638
5/13/2016,16:00:00,,11.72,,7.41,,0.03,,5.2,,105.6,,8,,78.8,,9.59,,638
5/13/2016,16:15:00,,11.83,,7.4,,0.03,,6,,105.6,,8,,78.6,,9.56,,638
5/13/2016,16:30:00,,11.93,,7.4,,0.03,,5.1,,105.9,,8,,78.6,,9.57,,638
5/13/2016,16:45:00,,12.02,,7.4,,0.03,,5.9,,105.7,,8,,78.8,,9.53,,638
5/13/2016,17:00:00,,12.11,,7.41,,0.03,,5.6,,106,,8,,78.8,,9.54,,638
5/13/2016,17:15:00,,12.19,,7.4,,0.03,,6.1,,105.5,,8,,78.8,,9.48,,638
5/13/2016,17:30:00,,12.26,,7.41,,0.03,,5.7,,105.3,,8,,78.8,,9.45,,638
5/13/2016,17:45:00,,12.33,,7.41,,0.03,,5.5,,105.3,,8,,78.8,,9.43,,638
5/13/2016,18:00:00,,12.39,,7.4,,0.03,,5.8,,105.6,,8,,79.2,,9.45,,638
5/13/2016,18:15:00,,12.43,,7.4,,0.03,,8,,105,,8,,79,,9.38,,638
5/13/2016,18:30:00,,12.47,,7.4,,0.03,,6.6,,104.9,,8,,79,,9.37,,638
5/13/2016,18:45:00,,12.49,,7.41,,0.03,,4.8,,104.7,,8,,79.3,,9.34,,638
5/13/2016,19:00:00,,12.51,,7.4,,0.03,,5,,104.3,,8,,79.3,,9.3,,638
5/13/2016,19:15:00,,12.51,,7.39,,0.03,,4.6,,104.3,,8,,79.1,,9.31,,638
5/13/2016,19:30:00,,12.51,,7.39,,0.03,,6.3,,103.9,,8,,79.1,,9.27,,638
5/13/2016,19:45:00,,12.49,,7.39,,0.03,,4.4,,103.6,,8,,79.1,,9.24,,638
5/13/2016,20:00:00,,12.47,,7.39,,0.03,,5.7,,103.2,,8,,79.2,,9.22,,638
5/13/2016,20:15:00,,12.43,,7.39,,0.03,,5,,102.4,,8,,79.4,,9.15,,638
5/13/2016,20:30:00,,12.4,,7.38,,0.03,,5.7,,102.5,,8,,79.5,,9.17,,638
5/13/2016,20:45:00,,12.36,,7.38,,0.03,,5,,102.2,,8,,79.5,,9.15,,638
5/13/2016,21:00:00,,12.32,,7.38,,0.03,,6.9,,101.8,,8,,79.5,,9.12,,638
5/13/2016,21:15:00,,12.27,,7.38,,0.03,,5.5,,101.4,,8,,79.4,,9.09,,638
5/13/2016,21:30:00,,12.21,,7.37,,0.03,,5.3,,101.1,,8,,79.6,,9.08,,638
5/13/2016,21:45:00,,12.16,,7.36,,0.03,,5.2,,100.5,,8,,79.7,,9.04,,638
5/13/2016,22:00:00,,12.09,,7.36,,0.03,,6.4,,100,,8,,79.3,,9.01,,638
5/13/2016,22:15:00,,12.03,,7.36,,0.03,,7.9,,99.7,,8,,79.6,,9,,638
5/13/2016,22:30:00,,11.95,,7.35,,0.03,,5.7,,99.5,,8,,79.6,,8.99,,638
5/13/2016,22:45:00,,11.88,,7.36,,0.03,,5.7,,98.8,,8,,79.7,,8.94,,638
5/13/2016,23:00:00,,11.81,,7.36,,0.03,,5.9,,98.8,,8,,79.7,,8.95,,638
5/13/2016,23:15:00,,11.73,,7.35,,0.03,,8.6,,98.8,,8,,79.8,,8.97,,638
5/13/2016,23:30:00,,11.65,,7.35,,0.03,,5.5,,98.8,,8,,79.8,,8.99,,638
5/13/2016,23:45:00,,11.56,,7.35,,0.03,,5.8,,98.2,,8,,79.5,,8.95,,638
5/14/2016,0:00:00,,11.48,,7.35,,0.03,,5.1,,98,,8,,79.5,,8.95,,638
5/14/2016,0:15:00,,11.4,,7.35,,0.03,,7.4,,97.7,,8,,79.8,,8.95,,638
5/14/2016,0:30:00,,11.31,,7.34,,0.03,,11.1,,97.7,,8,,79.8,,8.96,,638
5/14/2016,0:45:00,,11.22,,7.34,,0.03,,6.3,,97.5,,8,,79.5,,8.96,,638
5/14/2016,1:00:00,,11.14,,7.35,,0.03,,7.4,,97.5,,8,,79.9,,8.98,,638
5/14/2016,1:15:00,,11.06,,7.35,,0.03,,6.7,,97.2,,8,,79.5,,8.97,,638
5/14/2016,1:30:00,,10.98,,7.35,,0.03,,6,,96.9,,8,,79.6,,8.96,,638
5/14/2016,1:45:00,,10.89,,7.35,,0.03,,6.8,,96.9,,8,,79.9,,8.98,,638
5/14/2016,2:00:00,,10.81,,7.35,,0.03,,7.3,,96.7,,8,,79.9,,8.97,,638
5/14/2016,2:15:00,,10.72,,7.34,,0.03,,6.6,,96.5,,8,,79.8,,8.98,,638
5/14/2016,2:30:00,,10.64,,7.35,,0.03,,5.3,,96.8,,8,,79.6,,9.01,,638
5/14/2016,2:45:00,,10.56,,7.34,,0.03,,6.1,,96.6,,8,,79.9,,9.01,,638
5/14/2016,3:00:00,,10.48,,7.34,,0.03,,7.3,,96.4,,8,,80,,9.02,,638
5/14/2016,3:15:00,,10.4,,7.34,,0.03,,5.5,,96.2,,8,,79.6,,9.02,,638
5/14/2016,3:30:00,,10.32,,7.34,,0.03,,6.4,,96,,8,,79.9,,9.01,,638
5/14/2016,3:45:00,,10.23,,7.35,,0.03,,6.7,,95.9,,8,,79.9,,9.02,,638
5/14/2016,4:00:00,,10.14,,7.35,,0.03,,13.4,,96.1,,8,,79.9,,9.06,,638
5/14/2016,4:15:00,,10.06,,7.34,,0.03,,5.9,,95.9,,8,,79.8,,9.05,,638
5/14/2016,4:30:00,,9.98,,7.35,,0.03,,7.7,,95.8,,8,,79.7,,9.06,,638
5/14/2016,4:45:00,,9.89,,7.35,,0.03,,6.3,,96,,8,,79.7,,9.11,,638
5/14/2016,5:00:00,,9.82,,7.35,,0.03,,9.1,,95.7,,8,,80,,9.09,,638
5/14/2016,5:15:00,,9.74,,7.34,,0.03,,6.5,,95.7,,8,,79.8,,9.11,,638
5/14/2016,5:30:00,,9.66,,7.34,,0.03,,7.5,,95.4,,8,,79.8,,9.1,,638
5/14/2016,5:45:00,,9.59,,7.34,,0.03,,6.6,,95.7,,8,,79.6,,9.14,,638
5/14/2016,6:00:00,,9.53,,7.34,,0.03,,6.7,,95.8,,8,,79.9,,9.16,,638
5/14/2016,6:15:00,,9.47,,7.34,,0.03,,6.4,,95.3,,8,,79.9,,9.13,,638
5/14/2016,6:30:00,,9.41,,7.35,,0.03,,7.2,,95.6,,8,,79.7,,9.17,,638
5/14/2016,6:45:00,,9.36,,7.35,,0.03,,6.4,,95.9,,8,,79.8,,9.21,,638
5/14/2016,7:00:00,,9.32,,7.35,,0.03,,6.3,,95.8,,8,,79.9,,9.21,,638
5/14/2016,7:15:00,,9.28,,7.35,,0.03,,6.6,,96.2,,8,,80.1,,9.26,,638
5/14/2016,7:30:00,,9.25,,7.35,,0.03,,5.9,,95.9,,8,,80.2,,9.24,,638
5/14/2016,7:45:00,,9.24,,7.35,,0.03,,6.3,,96.4,,8,,79.9,,9.29,,638
5/14/2016,8:00:00,,9.23,,7.36,,0.03,,5.1,,96.5,,8,,80.2,,9.29,,638
5/14/2016,8:15:00,,9.23,,7.36,,0.03,,5.5,,96.6,,8,,80.2,,9.3,,638
5/14/2016,8:30:00,,9.25,,7.37,,0.03,,5.2,,97,,8,,80,,9.34,,638
5/14/2016,8:45:00,,9.27,,7.37,,0.03,,4.5,,97.3,,8,,80.1,,9.36,,638
5/14/2016,9:00:00,,9.27,,7.36,,0.03,,5.9,,97.4,,8,,80.3,,9.38,,638
5/14/2016,9:15:00,,9.28,,7.36,,0.03,,5.7,,97.6,,8,,80.4,,9.39,,638
5/14/2016,9:30:00,,9.3,,7.37,,0.03,,5.9,,97.9,,8,,80.1,,9.42,,638
5/14/2016,9:45:00,,9.34,,7.37,,0.03,,5.6,,98.3,,8,,80.5,,9.44,,638
5/14/2016,10:00:00,,9.4,,7.37,,0.03,,5.9,,98.5,,8,,80.5,,9.45,,638
5/14/2016,10:15:00,,9.45,,7.38,,0.03,,5.5,,98.7,,8,,80.5,,9.45,,638
5/14/2016,10:30:00,,9.55,,7.39,,0.03,,7.3,,99,,8,,80.3,,9.46,,638
5/14/2016,10:45:00,,9.67,,7.39,,0.03,,7,,99.4,,8.1,,80.3,,9.48,,638
5/14/2016,11:00:00,,9.75,,7.39,,0.03,,7.4,,99.3,,8.1,,80.6,,9.45,,638
5/14/2016,11:15:00,,9.86,,7.39,,0.03,,6.1,,100,,8.1,,80.4,,9.48,,638
5/14/2016,11:30:00,,9.99,,7.39,,0.03,,6.4,,100.7,,8.1,,80.7,,9.52,,638
5/14/2016,11:45:00,,10.12,,7.39,,0.03,,6.2,,101,,8.1,,80.5,,9.52,,638
5/14/2016,12:00:00,,10.25,,7.39,,0.03,,5.1,,101.2,,8.1,,80.8,,9.52,,638
5/14/2016,12:15:00,,10.38,,7.4,,0.03,,6.8,,101.6,,8.1,,80.8,,9.53,,638
5/14/2016,12:30:00,,10.53,,7.4,,0.03,,4.6,,102,,8.1,,80.8,,9.53,,638
5/14/2016,12:45:00,,10.67,,7.4,,0.03,,4.2,,102.3,,8.1,,80.8,,9.52,,638
5/14/2016,13:00:00,,10.81,,7.41,,0.03,,5.8,,102.4,,8.1,,80.8,,9.5,,638
5/14/2016,13:15:00,,10.95,,7.4,,0.03,,5.3,,102.7,,8.1,,80.9,,9.5,,638
5/14/2016,13:30:00,,11.1,,7.4,,0.03,,5.2,,103.4,,8.1,,80.9,,9.53,,638
5/14/2016,13:45:00,,11.24,,7.41,,0.03,,5.4,,103.4,,8.1,,81.3,,9.5,,638
5/14/2016,14:00:00,,11.39,,7.41,,0.03,,5.1,,103.7,,8.2,,81.1,,9.49,,638
5/14/2016,14:15:00,,11.52,,7.4,,0.03,,4.9,,103.7,,8.1,,81.1,,9.46,,638
5/14/2016,14:30:00,,11.66,,7.41,,0.03,,4.7,,103.9,,8.2,,81.4,,9.45,,638
5/14/2016,14:45:00,,11.78,,7.41,,0.03,,5.8,,103.7,,8.2,,81.4,,9.41,,638
5/14/2016,15:00:00,,11.91,,7.41,,0.03,,5.1,,104.6,,8.2,,81.5,,9.46,,638
5/14/2016,15:15:00,,11.95,,7.41,,0.03,,5.4,,104.3,,8.2,,81.7,,9.42,,638
5/14/2016,15:30:00,,11.91,,7.41,,0.03,,5.9,,104.1,,8.2,,81.7,,9.42,,638
5/14/2016,15:45:00,,11.88,,7.41,,0.03,,5.5,,103.1,,8.2,,81.5,,9.33,,638
5/14/2016,16:00:00,,11.84,,7.41,,0.03,,4.8,,102.7,,8.2,,81.5,,9.3,,638
5/14/2016,16:15:00,,11.8,,7.4,,0.03,,5.4,,102.4,,8.2,,81.5,,9.28,,638
5/14/2016,16:30:00,,11.78,,7.41,,0.03,,4.9,,102.9,,8.2,,81.6,,9.34,,638
5/14/2016,16:45:00,,11.79,,7.4,,0.03,,6.6,,102.8,,8.2,,81.8,,9.32,,638
5/14/2016,17:00:00,,11.82,,7.4,,0.03,,5.2,,102.9,,8.2,,81.7,,9.32,,638
5/14/2016,17:15:00,,11.82,,7.41,,0.03,,5.2,,102.4,,8.2,,81.7,,9.28,,638
5/14/2016,17:30:00,,11.8,,7.4,,0.03,,5.6,,102.2,,8.2,,81.8,,9.27,,638
5/14/2016,17:45:00,,11.78,,7.4,,0.03,,4.9,,102.1,,8.3,,81.7,,9.26,,638
5/14/2016,18:00:00,,11.76,,7.4,,0.03,,5.5,,101.5,,8.3,,81.7,,9.22,,638
5/14/2016,18:15:00,,11.72,,7.4,,0.03,,5.2,,101.5,,8.3,,81.7,,9.22,,638
5/14/2016,18:30:00,,11.68,,7.4,,0.03,,4.3,,100.8,,8.3,,81.8,,9.17,,638
5/14/2016,18:45:00,,11.66,,7.4,,0.03,,5.3,,101,,8.2,,82.1,,9.19,,638
5/14/2016,19:00:00,,11.62,,7.4,,0.03,,5.8,,101,,8.2,,81.9,,9.19,,638
5/14/2016,19:15:00,,11.59,,7.4,,0.03,,6.2,,101,,8.3,,82.2,,9.2,,638
5/14/2016,19:30:00,,11.55,,7.39,,0.03,,5.1,,100.5,,8.3,,82.2,,9.16,,638
5/14/2016,19:45:00,,11.53,,7.4,,0.03,,4.7,,100.2,,8.3,,82.2,,9.14,,638
5/14/2016,20:00:00,,11.5,,7.39,,0.03,,5.8,,100.3,,8.3,,82,,9.15,,638
5/14/2016,20:15:00,,11.47,,7.39,,0.03,,5.7,,100,,8.3,,82.3,,9.14,,638
5/14/2016,20:30:00,,11.43,,7.4,,0.03,,4.7,,99.8,,8.3,,82.2,,9.13,,638
5/14/2016,20:45:00,,11.39,,7.39,,0.03,,6.6,,99.7,,8.3,,82,,9.12,,638
5/14/2016,21:00:00,,11.34,,7.39,,0.03,,6.1,,99.1,,8.3,,82.1,,9.09,,638
5/14/2016,21:15:00,,11.3,,7.38,,0.03,,4.9,,99,,8.3,,82,,9.08,,638
5/14/2016,21:30:00,,11.25,,7.38,,0.03,,5.1,,98.6,,8.3,,82.1,,9.06,,638
5/14/2016,21:45:00,,11.2,,7.38,,0.03,,4.7,,98.4,,8.3,,82.3,,9.05,,638
5/14/2016,22:00:00,,11.15,,7.38,,0.03,,6.2,,98.6,,8.3,,82.1,,9.07,,638
5/14/2016,22:15:00,,11.08,,7.38,,0.03,,4.8,,98.1,,8.3,,82.2,,9.04,,638
5/14/2016,22:30:00,,11.01,,7.37,,0.03,,9.5,,97.5,,8.3,,82.2,,9,,638
5/14/2016,22:45:00,,10.95,,7.37,,0.03,,6.2,,97.4,,8.3,,82.4,,9.01,,638
5/14/2016,23:00:00,,10.87,,7.36,,0.03,,5.9,,97,,8.3,,82.5,,8.99,,638
5/14/2016,23:15:00,,10.81,,7.36,,0.03,,5.9,,97.1,,8.3,,82.5,,9.01,,638
5/14/2016,23:30:00,,10.74,,7.36,,0.03,,5.8,,96.7,,8.3,,82.3,,8.98,,638
5/14/2016,23:45:00,,10.68,,7.36,,0.03,,5.3,,96.6,,8.3,,82.6,,8.99,,638
5/15/2016,0:00:00,,10.61,,7.36,,0.03,,6.9,,96.6,,8.3,,82.3,,9,,638
5/15/2016,0:15:00,,10.54,,7.36,,0.03,,4.8,,96.5,,8.3,,82.4,,9.01,,638
5/15/2016,0:30:00,,10.47,,7.36,,0.03,,5,,96.2,,8.3,,82.6,,9,,638
5/15/2016,0:45:00,,10.4,,7.36,,0.03,,6.5,,96,,8.3,,82.5,,8.99,,638
5/15/2016,1:00:00,,10.32,,7.36,,0.03,,5.1,,95.7,,8.3,,82.3,,8.98,,638
5/15/2016,1:15:00,,10.24,,7.36,,0.03,,6.8,,95.8,,8.3,,82.6,,9.01,,638
5/15/2016,1:30:00,,10.16,,7.36,,0.03,,5.6,,95.4,,8.3,,82.6,,8.99,,638
5/15/2016,1:45:00,,10.08,,7.36,,0.03,,6.3,,95.7,,8.3,,82.6,,9.03,,638
5/15/2016,2:00:00,,10,,7.35,,0.03,,89.2,,95.5,,8.3,,82.6,,9.03,,638
5/15/2016,2:15:00,,9.92,,7.36,,0.03,,5.1,,95.6,,8.3,,82.5,,9.05,,638
5/15/2016,2:30:00,,9.84,,7.36,,0.03,,6.1,,95.3,,8.3,,82.7,,9.05,,638
5/15/2016,2:45:00,,9.77,,7.35,,0.03,,6.1,,94.9,,8.2,,82.7,,9.02,,638
5/15/2016,3:00:00,,9.69,,7.36,,0.03,,7.7,,95,,8.3,,82.7,,9.05,,638
5/15/2016,3:15:00,,9.61,,7.35,,0.03,,5.6,,95.2,,8.3,,82.8,,9.08,,638
