8/21/2016,4:30:00,,12.73,,7.23,,0.05,,2.6,,8.48,,11.4,,122.5,,637
8/21/2016,4:45:00,,12.7,,7.24,,0.05,,2.6,,8.51,,11.4,,122.5,,637
8/21/2016,5:00:00,,12.68,,7.24,,0.05,,2.4,,8.51,,11.4,,122.6,,637
8/21/2016,5:15:00,,12.65,,7.23,,0.05,,2.5,,8.47,,11.4,,123,,637
8/21/2016,5:30:00,,12.62,,7.23,,0.05,,2.4,,8.46,,11.4,,122.7,,637
8/21/2016,5:45:00,,12.6,,7.23,,0.05,,2.8,,8.43,,11.4,,122.8,,637
8/21/2016,6:00:00,,12.57,,7.23,,0.05,,2.9,,8.45,,11.4,,122.7,,637
8/21/2016,6:15:00,,12.54,,7.23,,0.05,,2.7,,8.44,,11.4,,123.1,,637
8/21/2016,6:30:00,,12.52,,7.23,,0.05,,2.3,,8.45,,11.4,,123.1,,637
8/21/2016,6:45:00,,12.49,,7.22,,0.05,,2.2,,8.45,,11.4,,122.9,,637
8/21/2016,7:00:00,,12.47,,7.22,,0.05,,2.6,,8.41,,11.4,,123.3,,637
8/21/2016,7:15:00,,12.44,,7.22,,0.05,,2.8,,8.44,,11.4,,123.3,,637
8/21/2016,7:30:00,,12.42,,7.21,,0.05,,2.4,,8.44,,11.4,,123,,637
8/21/2016,7:45:00,,12.4,,7.22,,0.05,,2.2,,8.43,,11.4,,123.4,,637
8/21/2016,8:00:00,,12.39,,7.22,,0.05,,2.3,,8.47,,11.4,,123.1,,637
8/21/2016,8:15:00,,12.38,,7.22,,0.05,,2.5,,8.48,,11.4,,123.1,,637
8/21/2016,8:30:00,,12.37,,7.22,,0.05,,2.3,,8.49,,11.4,,123.1,,637
8/21/2016,8:45:00,,12.36,,7.22,,0.05,,2.3,,8.51,,11.4,,123.6,,637
8/21/2016,9:00:00,,12.38,,7.23,,0.05,,2.4,,8.58,,11.4,,123.7,,637
8/21/2016,9:15:00,,12.37,,7.23,,0.05,,2.5,,8.59,,11.4,,123.2,,637
8/21/2016,9:30:00,,12.37,,7.23,,0.05,,2.3,,8.6,,11.4,,123.2,,637
8/21/2016,9:45:00,,12.36,,7.24,,0.05,,2.3,,8.61,,11.4,,123.3,,637
8/21/2016,10:00:00,,12.36,,7.24,,0.05,,2.3,,8.66,,11.4,,123.3,,637
8/21/2016,10:15:00,,12.37,,7.24,,0.05,,2,,8.69,,11.4,,123.8,,637
8/21/2016,10:30:00,,12.39,,7.24,,0.05,,2.3,,8.74,,11.4,,123.8,,637
8/21/2016,10:45:00,,12.4,,7.24,,0.05,,2.4,,8.77,,11.4,,123.8,,637
8/21/2016,11:00:00,,12.43,,7.25,,0.05,,2.2,,8.78,,11.4,,123.8,,637
8/21/2016,11:15:00,,12.45,,7.26,,0.05,,2.2,,8.85,,11.4,,123.4,,637
8/21/2016,11:30:00,,12.49,,7.25,,0.05,,2.4,,8.86,,11.4,,123.9,,637
8/21/2016,11:45:00,,12.52,,7.26,,0.05,,2.2,,8.91,,11.4,,123.9,,637
8/21/2016,12:00:00,,12.57,,7.26,,0.05,,2.2,,8.97,,11.4,,123.5,,637
8/21/2016,12:15:00,,12.59,,7.27,,0.05,,2.2,,9,,11.4,,124,,637
8/21/2016,12:30:00,,12.58,,7.28,,0.05,,2.4,,9.02,,11.4,,123.6,,637
8/21/2016,12:45:00,,12.58,,7.28,,0.05,,2.2,,9.02,,11.4,,123.6,,637
8/21/2016,13:00:00,,12.58,,7.27,,0.05,,2.3,,9.03,,11.4,,124.1,,637
8/21/2016,13:15:00,,12.58,,7.28,,0.05,,2.5,,9.02,,11.4,,124.2,,637
8/21/2016,13:30:00,,12.59,,7.28,,0.05,,2.3,,9.09,,11.4,,123.7,,637
8/21/2016,13:45:00,,12.59,,7.29,,0.05,,2.3,,9.12,,11.4,,124.2,,637
8/21/2016,14:00:00,,12.59,,7.28,,0.05,,2.3,,9.1,,11.4,,124.2,,637
8/21/2016,14:15:00,,12.59,,7.28,,0.05,,2.2,,9.09,,11.4,,124,,637
8/21/2016,14:30:00,,12.59,,7.29,,0.05,,2.7,,9.1,,11.4,,124.5,,637
8/21/2016,14:45:00,,12.58,,7.28,,0.05,,2.4,,9.07,,11.4,,124.1,,637
8/21/2016,15:00:00,,12.58,,7.28,,0.05,,2.2,,9.07,,11.4,,124.3,,637
8/21/2016,15:15:00,,12.58,,7.28,,0.05,,2.8,,9.06,,11.4,,124.2,,637
8/21/2016,15:30:00,,12.57,,7.29,,0.05,,2.3,,9.07,,11.4,,124.5,,637
8/21/2016,15:45:00,,12.58,,7.28,,0.05,,2.5,,9.08,,11.4,,124.6,,637
8/21/2016,16:00:00,,12.58,,7.28,,0.05,,2.3,,9.09,,11.4,,124.3,,637
8/21/2016,16:15:00,,12.61,,7.29,,0.05,,2.3,,9.06,,11.4,,124.6,,637
8/21/2016,16:30:00,,12.62,,7.29,,0.05,,2.8,,9.07,,11.4,,124.7,,637
8/21/2016,16:45:00,,12.62,,7.29,,0.05,,2.1,,9.1,,11.4,,124.7,,637
8/21/2016,17:00:00,,12.63,,7.29,,0.05,,2.1,,9.06,,11.4,,124.4,,637
8/21/2016,17:15:00,,12.62,,7.28,,0.05,,2.5,,9.09,,11.4,,124.8,,637
8/21/2016,17:30:00,,12.62,,7.29,,0.05,,2.2,,9.07,,11.4,,124.9,,637
8/21/2016,17:45:00,,12.63,,7.29,,0.05,,2.3,,9.05,,11.4,,124.4,,637
8/21/2016,18:00:00,,12.62,,7.28,,0.05,,2.2,,9.08,,11.4,,124.4,,637
8/21/2016,18:15:00,,12.62,,7.29,,0.05,,2.4,,9.11,,11.4,,124.7,,637
8/21/2016,18:30:00,,12.61,,7.29,,0.05,,2.2,,9.05,,11.4,,124.9,,637
8/21/2016,18:45:00,,12.61,,7.29,,0.05,,2.3,,9.1,,11.4,,124.9,,637
8/21/2016,19:00:00,,12.59,,7.29,,0.05,,2.5,,9.07,,11.4,,124.5,,637
8/21/2016,19:15:00,,12.58,,7.29,,0.05,,2.4,,9.08,,11.4,,124.9,,637
8/21/2016,19:30:00,,12.57,,7.29,,0.05,,2.7,,9.04,,11.4,,124.5,,637
8/21/2016,19:45:00,,12.56,,7.28,,0.05,,2.3,,9,,11.4,,124.7,,637
8/21/2016,20:00:00,,12.55,,7.28,,0.05,,2.3,,8.99,,11.4,,124.8,,637
8/21/2016,20:15:00,,12.53,,7.28,,0.05,,1.6,,8.99,,11.4,,124.5,,637
8/21/2016,20:30:00,,12.51,,7.27,,0.05,,2.9,,8.96,,11.4,,124.5,,637
8/21/2016,20:45:00,,12.5,,7.27,,0.05,,2.3,,8.93,,11.4,,125,,637
8/21/2016,21:00:00,,12.48,,7.27,,0.05,,2.3,,8.87,,11.4,,124.5,,637
8/21/2016,21:15:00,,12.46,,7.27,,0.05,,2.2,,8.87,,11.4,,125,,637
8/21/2016,21:30:00,,12.43,,7.26,,0.05,,2.4,,8.84,,11.4,,125,,637
8/21/2016,21:45:00,,12.41,,7.26,,0.05,,2.2,,8.81,,11.4,,125,,637
8/21/2016,22:00:00,,12.39,,7.26,,0.05,,2.2,,8.79,,11.4,,125.2,,637
8/21/2016,22:15:00,,12.36,,7.25,,0.05,,2.3,,8.73,,11.4,,125.1,,637
8/21/2016,22:30:00,,12.33,,7.25,,0.05,,2.4,,8.72,,11.4,,124.9,,637
8/21/2016,22:45:00,,12.31,,7.25,,0.05,,3.1,,8.7,,11.4,,125.4,,637
8/21/2016,23:00:00,,12.28,,7.25,,0.05,,2.3,,8.66,,11.4,,125.4,,637
8/21/2016,23:15:00,,12.25,,7.24,,0.05,,2.5,,8.65,,11.4,,125.2,,637
8/21/2016,23:30:00,,12.23,,7.24,,0.05,,3.6,,8.63,,11.4,,125.5,,637
8/21/2016,23:45:00,,12.2,,7.23,,0.05,,2.8,,8.61,,11.4,,125.6,,637
8/22/2016,0:00:00,,12.17,,7.23,,0.05,,3.1,,8.61,,11.4,,125.3,,637
8/22/2016,0:15:00,,12.15,,7.23,,0.05,,2.9,,8.58,,11.4,,125.3,,637
8/22/2016,0:30:00,,12.13,,7.23,,0.05,,3.3,,8.6,,11.4,,125.3,,637
8/22/2016,0:45:00,,12.1,,7.23,,0.05,,2.8,,8.56,,11.4,,125.3,,637
8/22/2016,1:00:00,,12.08,,7.23,,0.05,,2.8,,8.53,,11.4,,125.8,,637
8/22/2016,1:15:00,,12.06,,7.22,,0.05,,2.9,,8.54,,11.4,,125.7,,637
8/22/2016,1:30:00,,12.03,,7.22,,0.05,,3.1,,8.52,,11.4,,125.5,,637
8/22/2016,1:45:00,,12.01,,7.22,,0.05,,3.1,,8.55,,11.4,,125.8,,637
8/22/2016,2:00:00,,11.98,,7.22,,0.05,,2.7,,8.51,,11.4,,125.7,,637
8/22/2016,2:15:00,,11.95,,7.21,,0.05,,2.9,,8.53,,11.4,,125.9,,637
8/22/2016,2:30:00,,11.93,,7.22,,0.05,,3.2,,8.51,,11.4,,125.7,,637
8/22/2016,2:45:00,,11.9,,7.21,,0.05,,2.9,,8.49,,11.4,,126.2,,637
8/22/2016,3:00:00,,11.88,,7.21,,0.05,,2.5,,8.51,,11.4,,126.2,,637
8/22/2016,3:15:00,,11.85,,7.21,,0.05,,2.8,,8.5,,11.4,,126,,637
8/22/2016,3:30:00,,11.83,,7.22,,0.05,,2.8,,8.49,,11.4,,126,,637
8/22/2016,3:45:00,,11.8,,7.21,,0.05,,2.6,,8.48,,11.4,,126,,637
8/22/2016,4:00:00,,11.78,,7.21,,0.05,,2.7,,8.5,,11.4,,126,,637
8/22/2016,4:15:00,,11.75,,7.21,,0.05,,2.7,,8.5,,11.4,,126.4,,637
8/22/2016,4:30:00,,11.73,,7.21,,0.05,,2.8,,8.48,,11.4,,126.4,,637
8/22/2016,4:45:00,,11.7,,7.21,,0.05,,2.8,,8.45,,11.4,,126.2,,637
8/22/2016,5:00:00,,11.68,,7.21,,0.05,,2.9,,8.49,,11.4,,126.1,,637
8/22/2016,5:15:00,,11.66,,7.2,,0.05,,3.3,,8.47,,11.4,,126.3,,637
8/22/2016,5:30:00,,11.63,,7.21,,0.05,,3.7,,8.52,,11.4,,126.4,,637
8/22/2016,5:45:00,,11.61,,7.2,,0.05,,3.3,,8.49,,11.4,,126.7,,637
8/22/2016,6:00:00,,11.58,,7.2,,0.05,,3.2,,8.49,,11.4,,126.5,,637
8/22/2016,6:15:00,,11.56,,7.21,,0.05,,3.3,,8.47,,11.4,,126.8,,637
8/22/2016,6:30:00,,11.54,,7.21,,0.05,,3.1,,8.48,,11.4,,126.5,,637
8/22/2016,6:45:00,,11.52,,7.2,,0.05,,3.4,,8.48,,11.4,,127,,637
8/22/2016,7:00:00,,11.5,,7.21,,0.05,,3,,8.5,,11.4,,127,,637
8/22/2016,7:15:00,,11.48,,7.21,,0.05,,3.2,,8.49,,11.4,,127.1,,637
8/22/2016,7:30:00,,11.46,,7.2,,0.05,,2.8,,8.51,,11.4,,126.8,,637
8/22/2016,7:45:00,,11.45,,7.21,,0.05,,2.8,,8.51,,11.4,,126.8,,637
8/22/2016,8:00:00,,11.43,,7.21,,0.05,,2.7,,8.54,,11.4,,127.2,,637
8/22/2016,8:15:00,,11.42,,7.21,,0.05,,2.7,,8.51,,11.4,,127.2,,637
8/22/2016,8:30:00,,11.4,,7.21,,0.05,,2.7,,8.53,,11.4,,127.4,,637
8/22/2016,8:45:00,,11.39,,7.21,,0.05,,2.6,,8.55,,11.4,,127.2,,637
8/22/2016,9:00:00,,11.38,,7.22,,0.05,,2.4,,8.57,,11.4,,127.5,,637
8/22/2016,9:15:00,,11.38,,7.22,,0.05,,2.6,,8.57,,11.4,,127,,637
8/22/2016,9:30:00,,11.37,,7.22,,0.05,,2.7,,8.61,,11.4,,127.4,,637
8/22/2016,9:45:00,,11.37,,7.22,,0.05,,3,,8.63,,11.4,,127,,637
8/22/2016,10:00:00,,11.38,,7.22,,0.05,,2.7,,8.64,,11.4,,127.2,,637
8/22/2016,10:15:00,,11.38,,7.22,,0.05,,2.7,,8.67,,11.4,,127.2,,637
8/22/2016,10:30:00,,11.38,,7.22,,0.05,,2.9,,8.72,,11.4,,127.7,,637
8/22/2016,10:45:00,,11.38,,7.23,,0.05,,2.6,,8.73,,11.4,,127.4,,637
8/22/2016,11:00:00,,11.39,,7.23,,0.05,,2.6,,8.76,,11.4,,127.5,,637
8/22/2016,11:15:00,,11.4,,7.24,,0.05,,2.7,,8.79,,11.4,,127.6,,637
8/22/2016,11:30:00,,11.42,,7.24,,0.05,,2.9,,8.84,,11.4,,127.5,,637
8/22/2016,11:45:00,,11.43,,7.24,,0.05,,2.9,,8.89,,11.4,,127.5,,637
8/22/2016,12:00:00,,11.46,,7.25,,0.05,,2.7,,8.96,,11.4,,127.8,,637
8/22/2016,12:15:00,,11.49,,7.25,,0.05,,2.7,,8.96,,11.4,,127.5,,637
8/22/2016,12:30:00,,11.53,,7.26,,0.05,,2.6,,9.02,,11.4,,127.5,,637
8/22/2016,12:45:00,,11.58,,7.26,,0.05,,2.6,,9.07,,11.4,,127.5,,637
8/22/2016,13:00:00,,11.63,,7.26,,0.05,,2.5,,9.1,,11.4,,127.9,,637
8/22/2016,13:15:00,,11.64,,7.27,,0.05,,2.4,,9.12,,11.4,,127.9,,637
8/22/2016,13:30:00,,11.66,,7.28,,0.05,,2.7,,9.18,,11.4,,127.5,,637
8/22/2016,13:45:00,,11.67,,7.28,,0.05,,2.8,,9.18,,11.4,,127.9,,637
8/22/2016,14:00:00,,11.68,,7.28,,0.05,,2.8,,9.22,,11.4,,127.6,,637
8/22/2016,14:15:00,,11.69,,7.28,,0.05,,2.5,,9.21,,11.4,,127.6,,637
8/22/2016,14:30:00,,11.69,,7.29,,0.05,,2.5,,9.2,,11.4,,127.6,,637
8/22/2016,14:45:00,,11.71,,7.29,,0.05,,2.8,,9.24,,11.4,,127.6,,637
8/22/2016,15:00:00,,11.72,,7.29,,0.05,,2.7,,9.27,,11.4,,127.5,,637
8/22/2016,15:15:00,,11.76,,7.29,,0.05,,2.7,,9.31,,11.4,,127.6,,637
8/22/2016,15:30:00,,11.78,,7.29,,0.05,,2.6,,9.28,,11.4,,127.4,,637
8/22/2016,15:45:00,,11.79,,7.29,,0.05,,2.6,,9.29,,11.4,,127.4,,637
8/22/2016,16:00:00,,11.81,,7.31,,0.05,,2.7,,9.33,,11.4,,127.9,,637
8/22/2016,16:15:00,,11.84,,7.29,,0.05,,2.5,,9.3,,11.4,,127.8,,637
8/22/2016,16:30:00,,11.85,,7.31,,0.05,,3.1,,9.35,,11.4,,127.4,,637
8/22/2016,16:45:00,,11.86,,7.31,,0.05,,2.9,,9.33,,11.4,,127.3,,637
8/22/2016,17:00:00,,11.87,,7.31,,0.05,,2.7,,9.36,,11.4,,127.6,,637
8/22/2016,17:15:00,,11.91,,7.32,,0.05,,2.9,,9.33,,11.4,,127.6,,637
8/22/2016,17:30:00,,11.94,,7.32,,0.05,,2.9,,9.39,,11.4,,127.6,,637
8/22/2016,17:45:00,,11.95,,7.32,,0.05,,2.8,,9.37,,11.4,,127.2,,637
8/22/2016,18:00:00,,11.96,,7.32,,0.05,,2.8,,9.41,,11.4,,127.6,,637
8/22/2016,18:15:00,,11.97,,7.33,,0.05,,3,,9.43,,11.4,,127.5,,637
8/22/2016,18:30:00,,11.98,,7.33,,0.05,,2.7,,9.41,,11.4,,127.5,,637
8/22/2016,18:45:00,,11.98,,7.33,,0.05,,2.9,,9.38,,11.4,,126.9,,637
8/22/2016,19:00:00,,11.97,,7.32,,0.05,,2.9,,9.39,,11.4,,126.9,,637
8/22/2016,19:15:00,,11.96,,7.32,,0.05,,3,,9.36,,11.4,,127.3,,637
8/22/2016,19:30:00,,11.96,,7.33,,0.05,,2.8,,9.35,,11.4,,127.2,,637
8/22/2016,19:45:00,,11.96,,7.32,,0.05,,2.9,,9.38,,11.4,,127.3,,637
8/22/2016,20:00:00,,11.96,,7.33,,0.05,,3.1,,9.35,,11.4,,127,,637
8/22/2016,20:15:00,,11.94,,7.33,,0.05,,3.1,,9.3,,11.4,,127.3,,637
8/22/2016,20:30:00,,11.94,,7.32,,0.05,,3,,9.3,,11.4,,127.2,,637
8/22/2016,20:45:00,,11.92,,7.32,,0.05,,3,,9.26,,11.4,,127.2,,637
8/22/2016,21:00:00,,11.91,,7.32,,0.05,,3.1,,9.25,,11.4,,126.8,,637
8/22/2016,21:15:00,,11.89,,7.32,,0.05,,3.4,,9.22,,11.4,,126.7,,637
8/22/2016,21:30:00,,11.88,,7.31,,0.05,,2.9,,9.17,,11.4,,127.2,,637
8/22/2016,21:45:00,,11.86,,7.31,,0.05,,3,,9.13,,11.4,,126.7,,637
8/22/2016,22:00:00,,11.84,,7.3,,0.05,,3.6,,9.13,,11.4,,126.8,,637
8/22/2016,22:15:00,,11.83,,7.3,,0.05,,3.3,,9.06,,11.4,,126.6,,637
8/22/2016,22:30:00,,11.81,,7.29,,0.05,,3.5,,9.05,,11.4,,127,,637
8/22/2016,22:45:00,,11.79,,7.3,,0.05,,3.5,,9.01,,11.3,,126.5,,637
8/22/2016,23:00:00,,11.78,,7.29,,0.05,,3.3,,9,,11.4,,126.5,,637
8/22/2016,23:15:00,,11.76,,7.29,,0.05,,4.1,,8.97,,11.4,,126.9,,637
8/22/2016,23:30:00,,11.75,,7.29,,0.05,,3.3,,8.96,,11.4,,126.9,,637
8/22/2016,23:45:00,,11.74,,7.29,,0.05,,3.3,,8.93,,11.4,,126.6,,637
8/23/2016,0:00:00,,11.73,,7.29,,0.05,,3.5,,8.91,,11.4,,126.4,,637
8/23/2016,0:15:00,,11.71,,7.29,,0.05,,3.1,,8.92,,11.4,,126.4,,637
8/23/2016,0:30:00,,11.7,,7.28,,0.05,,3,,8.93,,11.4,,126.3,,637
8/23/2016,0:45:00,,11.69,,7.28,,0.05,,3.2,,8.9,,11.4,,125.8,,637
8/23/2016,1:00:00,,11.67,,7.28,,0.05,,3.2,,8.88,,11.3,,125.8,,637
8/23/2016,1:15:00,,11.67,,7.28,,0.05,,3,,8.92,,11.4,,126,,637
8/23/2016,1:30:00,,11.65,,7.28,,0.05,,3.2,,8.87,,11.3,,125.8,,637
8/23/2016,1:45:00,,11.64,,7.28,,0.05,,4.5,,8.91,,11.4,,125.1,,637
8/23/2016,2:00:00,,11.63,,7.27,,0.05,,3.4,,8.84,,11.3,,125.4,,637
8/23/2016,2:15:00,,11.61,,7.27,,0.05,,3,,8.87,,11.4,,125.4,,637
8/23/2016,2:30:00,,11.6,,7.27,,0.05,,2.9,,8.82,,11.4,,125,,637
8/23/2016,2:45:00,,11.59,,7.26,,0.05,,3.1,,8.84,,11.3,,124.9,,637
8/23/2016,3:00:00,,11.57,,7.26,,0.05,,3.4,,8.87,,11.3,,125.3,,637
8/23/2016,3:15:00,,11.56,,7.26,,0.05,,3.1,,8.82,,11.3,,124.9,,637
8/23/2016,3:30:00,,11.54,,7.25,,0.05,,2.8,,8.82,,11.3,,124.9,,637
8/23/2016,3:45:00,,11.53,,7.25,,0.05,,3,,8.82,,11.3,,124.8,,637
8/23/2016,4:00:00,,11.52,,7.23,,0.05,,3,,8.82,,11.3,,125.1,,637
8/23/2016,4:15:00,,11.51,,7.25,,0.05,,3.2,,8.8,,11.3,,124.7,,637
8/23/2016,4:30:00,,11.49,,7.25,,0.05,,3,,8.82,,11.3,,124.7,,637
8/23/2016,4:45:00,,11.48,,7.24,,0.05,,3.3,,8.82,,11.3,,125.1,,637
8/23/2016,5:00:00,,11.46,,7.21,,0.05,,3.1,,8.79,,11.3,,125.1,,637
8/23/2016,5:15:00,,11.45,,7.24,,0.05,,2.7,,8.78,,11.3,,124.7,,637
8/23/2016,5:30:00,,11.43,,7.23,,0.05,,2.8,,8.77,,11.3,,124.8,,637
8/23/2016,5:45:00,,11.42,,7.23,,0.05,,2.8,,8.76,,11.3,,125.2,,637
8/23/2016,6:00:00,,11.4,,7.23,,0.05,,2.9,,8.79,,11.3,,125.1,,637
8/23/2016,6:15:00,,11.39,,7.23,,0.05,,2.8,,8.76,,11.3,,125.3,,637
8/23/2016,6:30:00,,11.38,,7.22,,0.05,,2.8,,8.74,,11.3,,125.3,,637
8/23/2016,6:45:00,,11.37,,7.2,,0.05,,2.6,,8.76,,11.3,,125.3,,637
8/23/2016,7:00:00,,11.35,,7.2,,0.05,,2.6,,8.76,,11.3,,125.3,,637
8/23/2016,7:15:00,,11.34,,7.22,,0.05,,2.9,,8.76,,11.3,,125.2,,637
8/23/2016,7:30:00,,11.34,,7.22,,0.05,,2.7,,8.76,,11.3,,124.9,,637
8/23/2016,7:45:00,,11.33,,7.22,,0.05,,2.7,,8.78,,11.3,,124.8,,637
8/23/2016,8:00:00,,11.32,,7.22,,0.05,,2.7,,8.76,,11.3,,125.1,,637
8/23/2016,8:15:00,,11.32,,7.21,,0.05,,2.7,,8.78,,11.3,,124.7,,637
8/23/2016,8:30:00,,11.32,,7.23,,0.05,,2.7,,8.8,,11.3,,124.9,,637
8/23/2016,8:45:00,,11.33,,7.23,,0.05,,2.7,,8.81,,11.3,,124.6,,637
8/23/2016,9:00:00,,11.34,,7.23,,0.05,,2.9,,8.84,,11.3,,124.8,,637
8/23/2016,9:15:00,,11.36,,7.24,,0.05,,3,,8.85,,11.3,,124.2,,637
8/23/2016,9:30:00,,11.37,,7.24,,0.05,,3,,8.91,,11.3,,124.1,,637
8/23/2016,9:45:00,,11.4,,7.24,,0.05,,2.7,,8.96,,11.3,,124,,637
8/23/2016,10:00:00,,11.43,,7.24,,0.05,,2.6,,8.99,,11.3,,123.7,,637
8/23/2016,10:15:00,,11.46,,7.22,,0.05,,2.6,,9.03,,11.3,,124,,637
8/23/2016,10:30:00,,11.5,,7.25,,0.05,,2.5,,9.03,,11.3,,123.4,,637
8/23/2016,10:45:00,,11.53,,7.27,,0.05,,2.6,,9.09,,11.3,,123.3,,637
8/23/2016,11:00:00,,11.57,,7.26,,0.05,,2.9,,9.14,,11.3,,123,,637
8/23/2016,11:15:00,,11.61,,7.27,,0.05,,2.9,,9.19,,11.3,,123.2,,637
8/23/2016,11:30:00,,11.65,,7.25,,0.05,,2.6,,9.24,,11.3,,123,,637
8/23/2016,11:45:00,,11.71,,7.29,,0.05,,4.2,,9.26,,11.3,,122.9,,637
8/23/2016,12:00:00,,11.78,,7.26,,0.05,,2.8,,9.3,,11.3,,122.7,,637
8/23/2016,12:15:00,,11.85,,7.29,,0.05,,2.7,,9.36,,11.3,,122.2,,637
8/23/2016,12:30:00,,11.94,,7.3,,0.05,,2.9,,9.41,,11.3,,122,,637
8/23/2016,12:45:00,,12,,7.31,,0.05,,2.8,,9.45,,11.3,,122.3,,637
8/23/2016,13:00:00,,12.06,,7.29,,0.05,,3,,9.48,,11.3,,122.1,,637
8/23/2016,13:15:00,,12.12,,7.32,,0.05,,3,,9.55,,11.3,,121.6,,637
8/23/2016,13:30:00,,12.18,,7.32,,0.05,,2.6,,9.56,,11.3,,121.7,,637
8/23/2016,13:45:00,,12.28,,7.33,,0.05,,2.9,,9.58,,11.3,,121.7,,637
8/23/2016,14:00:00,,12.35,,7.33,,0.05,,2.8,,9.63,,11.3,,121.2,,637
8/23/2016,14:15:00,,12.41,,7.33,,0.05,,2.9,,9.65,,11.3,,121.1,,637
8/23/2016,14:30:00,,12.44,,7.35,,0.05,,3,,9.64,,11.3,,120.8,,637
8/23/2016,14:45:00,,12.47,,7.35,,0.05,,2.7,,9.68,,11.3,,120.7,,637
8/23/2016,15:00:00,,12.51,,7.35,,0.05,,3.1,,9.68,,11.3,,120.5,,637
8/23/2016,15:15:00,,12.59,,7.36,,0.05,,3.2,,9.69,,11.3,,120.6,,637
8/23/2016,15:30:00,,12.7,,7.36,,0.05,,2.5,,9.68,,11.3,,120.1,,637
8/23/2016,15:45:00,,12.73,,7.35,,0.05,,2.8,,9.66,,11.3,,120.3,,637
8/23/2016,16:00:00,,12.73,,7.35,,0.05,,3.1,,9.69,,11.3,,119.7,,637
8/23/2016,16:15:00,,12.77,,7.33,,0.05,,2.6,,9.68,,11.4,,119.4,,637
8/23/2016,16:30:00,,12.78,,7.36,,0.05,,3.1,,9.66,,11.4,,119.7,,637
8/23/2016,16:45:00,,12.79,,7.36,,0.05,,2.8,,9.62,,11.4,,119.1,,637
8/23/2016,17:00:00,,12.81,,7.35,,0.05,,2.7,,9.65,,11.3,,119.4,,637
8/23/2016,17:15:00,,12.88,,7.37,,0.05,,2.7,,9.64,,11.3,,118.7,,637
8/23/2016,17:30:00,,12.91,,7.35,,0.05,,2.7,,9.62,,11.3,,118.9,,637
8/23/2016,17:45:00,,12.97,,7.34,,0.05,,2.6,,9.66,,11.4,,118.5,,637
8/23/2016,18:00:00,,13.02,,7.36,,0.05,,2.8,,9.62,,11.3,,118.5,,637
8/23/2016,18:15:00,,13.02,,7.36,,0.05,,2.5,,9.62,,11.3,,118.3,,637
8/23/2016,18:30:00,,13.02,,7.35,,0.05,,2.6,,9.61,,11.3,,118.6,,637
8/23/2016,18:45:00,,13.01,,7.36,,0.05,,2.8,,9.56,,11.4,,118.5,,637
8/23/2016,19:00:00,,13.01,,7.35,,0.05,,2.7,,9.54,,11.3,,118.4,,637
8/23/2016,19:15:00,,13.01,,7.33,,0.05,,2.6,,9.51,,11.4,,118.1,,637
8/23/2016,19:30:00,,13.02,,7.35,,0.05,,2.7,,9.48,,11.3,,118.1,,637
8/23/2016,19:45:00,,13,,7.35,,0.05,,2.8,,9.48,,11.3,,117.7,,637
8/23/2016,20:00:00,,12.99,,7.36,,0.05,,2.5,,9.42,,11.4,,117.6,,637
8/23/2016,20:15:00,,12.97,,7.34,,0.05,,2.6,,9.43,,11.4,,117.6,,637
8/23/2016,20:30:00,,12.95,,7.34,,0.05,,2.8,,9.37,,11.3,,117.5,,637
8/23/2016,20:45:00,,12.93,,7.33,,0.05,,3,,9.36,,11.3,,117.4,,637
8/23/2016,21:00:00,,12.91,,7.33,,0.05,,2.6,,9.29,,11.3,,117.2,,637
8/23/2016,21:15:00,,12.89,,7.32,,0.05,,2.5,,9.29,,11.3,,117.5,,637
8/23/2016,21:30:00,,12.87,,7.32,,0.05,,2.8,,9.27,,11.3,,117.3,,637
8/23/2016,21:45:00,,12.84,,7.32,,0.05,,2.5,,9.23,,11.3,,117.1,,637
8/23/2016,22:00:00,,12.82,,7.31,,0.05,,2.5,,9.17,,11.3,,117.2,,637
8/23/2016,22:15:00,,12.8,,7.29,,0.05,,2.5,,9.14,,11.3,,117.1,,637
8/23/2016,22:30:00,,12.77,,7.3,,0.05,,2.5,,9.12,,11.3,,116.8,,637
8/23/2016,22:45:00,,12.75,,7.31,,0.05,,2.6,,9.12,,11.3,,117.1,,637
8/23/2016,23:00:00,,12.72,,7.29,,0.05,,2.8,,9.05,,11.3,,116.5,,637
8/23/2016,23:15:00,,12.7,,7.3,,0.05,,2.7,,9.04,,11.3,,116.9,,637
8/23/2016,23:30:00,,12.66,,7.29,,0.05,,2.6,,9.01,,11.3,,116.4,,637
8/23/2016,23:45:00,,12.64,,7.29,,0.05,,3.2,,8.99,,11.3,,116.5,,637
8/24/2016,0:00:00,,12.61,,7.29,,0.05,,2.8,,8.97,,11.3,,116.4,,637
8/24/2016,0:15:00,,12.59,,7.28,,0.05,,3.3,,9,,11.3,,116.5,,637
8/24/2016,0:30:00,,12.57,,7.28,,0.05,,3.7,,8.97,,11.3,,116.2,,637
8/24/2016,0:45:00,,12.56,,7.28,,0.05,,3.4,,8.95,,11.3,,116.6,,637
8/24/2016,1:00:00,,12.55,,7.27,,0.05,,2.8,,8.92,,11.3,,116.1,,637
8/24/2016,1:15:00,,12.53,,7.28,,0.05,,3,,8.96,,11.3,,116,,637
